NO,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),층_2023,건축년도,도로명,도로명 주소,대지위치,동_주용도,동_세부용도,X,Y,표준신주소,최종 집값(만원)_2023,층_2019,최종 집값(만원)_2019,층_2020,최종 집값(만원)_2020,층_2021,최종 집값(만원)_2021,층_2022,최종 집값(만원)_2022,id,,
14678,방화샤르망2오피스텔,월세,17.64,500,35,5,2003,방화대로47가길 41,서울특별시 강서구 방화대로47가길 41,서울특별시 강서구 방화동 830-5,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.8136392,37.5781554,서울특별시 강서구 방화대로47가길 41,8300,8,9200,7,9100,7,8800,6,8900,유지,,
14739,방화투웨니퍼스트,월세,16.32,500,55,7,2016,개화동로27가길 23,서울특별시 강서구 개화동로27가길 23,서울특별시 강서구 방화동 619-5,업무시설,업무시설(오피스텔),126.8073123,37.5631437,서울특별시 강서구 개화동로27가길 23,12700,7,13500,9,13700,9,13500,8,13700,유지,,
14753,벤처오피스텔,월세,24.96,"1,000",45,9,2002,개화동로31길 16,서울특별시 강서구 개화동로31길 16,서울특별시 강서구 방화동 620-52,업무시설," 업무시설,오피스텔 ",126.8081375,37.5625033,서울특별시 강서구 개화동로31길 16,11000,7,9700,3,10900,3,11400,6,12200,유지,,
14762,벤처오피스텔,월세,26,500,45,3,2002,개화동로31길 16,서울특별시 강서구 개화동로31길 16,서울특별시 강서구 방화동 620-52,업무시설," 업무시설,오피스텔 ",126.8081375,37.5625033,서울특별시 강서구 개화동로31길 16,10500,7,13000,5,12000,3,11100,8,13200,유지,,
14772,벤처오피스텔,월세,26.4,500,50,10,2002,개화동로31길 16,서울특별시 강서구 개화동로31길 16,서울특별시 강서구 방화동 620-52,업무시설," 업무시설,오피스텔 ",126.8081375,37.5625033,서울특별시 강서구 개화동로31길 16,11600,2,10700,7,11100,9,9300,3,11700,유지,,
14755,벤처오피스텔,월세,25.16,"1,000",40,5,2003,개화동로31길 8,서울특별시 강서구 개화동로31길 8,서울특별시 강서구 방화동 621-2,업무시설," 업무시설,오피스텔 ",126.8076999,37.5622646,서울특별시 강서구 개화동로31길 8,9900,2,10400,5,11500,6,10700,6,13400,유지,,
14774,벤처오피스텔,월세,29.6,"2,000",45,5,2003,개화동로31길 8,서울특별시 강서구 개화동로31길 8,서울특별시 강서구 방화동 621-2,업무시설," 업무시설,오피스텔 ",126.8076999,37.5622646,서울특별시 강서구 개화동로31길 8,12000,2,11000,5,11500,7,12000,6,13400,유지,,
14778,벽산에어트리움,월세,21.25,500,40,3,2003,양천로 28,서울특별시 강서구 양천로 28,서울특별시 강서구 방화동 849,업무시설," 오피스텔,근린생활시설 ",126.8069157,37.5724022,서울특별시 강서구 양천로 28,9400,6,11000,5,10200,6,11700,8,8100,유지,,
14781,벽산에어트리움,월세,21.28,"4,000",30,10,2003,양천로 28,서울특별시 강서구 양천로 28,서울특별시 강서구 방화동 849,업무시설," 오피스텔,근린생활시설 ",126.8069157,37.5724022,서울특별시 강서구 양천로 28,10700,10,11700,10,9200,10,10300,10,11900,유지,,
14786,벽산에어트리움,전세,22.78,"8,000",0,8,2003,양천로 28,서울특별시 강서구 양천로 28,서울특별시 강서구 방화동 849,업무시설," 오피스텔,근린생활시설 ",126.8069157,37.5724022,서울특별시 강서구 양천로 28,8000,10,7700,3,10700,6,11100,8,8900,유지,,
14792,벽산에어트리움,월세,28.03,200,60,7,2003,양천로 28,서울특별시 강서구 양천로 28,서울특별시 강서구 방화동 849,업무시설," 오피스텔,근린생활시설 ",126.8069157,37.5724022,서울특별시 강서구 양천로 28,13500,10,9300,8,12800,9,9900,9,14200,유지,,
14838,스카이그린빌,월세,17.7,200,49,7,2011,개화동로29길 21,서울특별시 강서구 개화동로29길 21,서울특별시 강서구 방화동 612-60,업무시설," 업무시설, 제1·2종근린생활시설 ",126.8078782,37.5638612,서울특별시 강서구 개화동로29길 21,11100,6,10200,6,12400,7,14700,7,14000,유지,,
14845,스카이그린빌,월세,20.16,500,57,5,2011,개화동로29길 21,서울특별시 강서구 개화동로29길 21,서울특별시 강서구 방화동 612-60,업무시설," 업무시설, 제1·2종근린생활시설 ",126.8078782,37.5638612,서울특별시 강서구 개화동로29길 21,13200,7,11800,5,13100,7,13000,6,11900,유지,,
14955,에어뷰21-2오피스텔,월세,26.22,500,45,9,1999,금낭화로 136,서울특별시 강서구 금낭화로 136,서울특별시 강서구 방화동 830-1,업무시설," 근린생활시설, 업무시설 ",126.813028,37.5774285,서울특별시 강서구 금낭화로 136,10500,10,9600,12,8000,5,11100,4,10600,유지,,
14992,에어뷰21-2오피스텔,월세,26.91,500,40,7,1999,금낭화로 136,서울특별시 강서구 금낭화로 136,서울특별시 강서구 방화동 830-1,업무시설," 근린생활시설, 업무시설 ",126.813028,37.5774285,서울특별시 강서구 금낭화로 136,9400,4,5400,4,7200,9,11100,8,10600,유지,,
15005,에어뷰21-2오피스텔,전세,31.74,"9,750",0,3,1999,금낭화로 136,서울특별시 강서구 금낭화로 136,서울특별시 강서구 방화동 830-1,업무시설," 근린생활시설, 업무시설 ",126.813028,37.5774285,서울특별시 강서구 금낭화로 136,9750,3,9200,3,9200,11,9300,7,12400,유지,,
15015,에어포스빌,월세,19.2,"1,000",40,3,2003,개화동로 551,서울특별시 강서구 개화동로 551,서울특별시 강서구 방화동 619-68,업무시설," 업무시설,근생/오피스텔 ",126.8069215,37.5635182,서울특별시 강서구 개화동로 551,9900,6,9800,8,11500,9,10400,2,9600,유지,,
15016,에어포스빌,월세,20.79,"1,000",45,7,2003,개화동로 551,서울특별시 강서구 개화동로 551,서울특별시 강서구 방화동 619-68,업무시설," 업무시설,근생/오피스텔 ",126.8069215,37.5635182,서울특별시 강서구 개화동로 551,11000,7,9200,5,10600,8,12500,3,11200,유지,,
15133,하이골드빌,월세,12.9,"1,000",43,3,2019,방화동로5길 15-3,서울특별시 강서구 방화동로5길 15-3,서울특별시 강서구 방화동 612-202,업무시설,업무시설(오피스텔) 및 공동주택(다세대주택),126.8098538,37.5641875,서울특별시 강서구 방화동로5길 15-3,10600,4,12300,2,11500,3,12800,2,11200,유지,,
15135,하이골드빌,월세,19.84,"2,000",59,4,2019,방화동로5길 15-3,서울특별시 강서구 방화동로5길 15-3,서울특별시 강서구 방화동 612-202,업무시설,업무시설(오피스텔) 및 공동주택(다세대주택),126.8098538,37.5641875,서울특별시 강서구 방화동로5길 15-3,15100,4,13200,3,15800,4,17300,4,15700,유지,,
15180,노블레르,월세,27.72,"1,000",85,10,2019,공항대로59다길 167,서울특별시 강서구 공항대로59다길 167,서울특별시 강서구 염창동 264-26,업무시설,업무시설 및 제2종근린생활시설,126.8718182,37.5496586,서울특별시 강서구 공항대로59다길 167,19900,5,19700,7,26000,7,24600,4,23400,유지,,
15206,대명투웨니퍼스트,월세,15.04,"1,000",65,7,2012,공항대로 653-5,서울특별시 강서구 공항대로 653-5,서울특별시 강서구 염창동 283-3,업무시설," 도시형생활주택(원룸형), 제2종근린생활시설, 오피스텔 ",126.8775655,37.5475059,서울특별시 강서구 공항대로 653-5,15400,3,15600,3,16200,7,14800,3,16200,유지,,
15223,동남빌리지,월세,26.85,"5,000",53,4,2019,양천로 714-18,서울특별시 강서구 양천로 714-18,서울특별시 강서구 염창동 263-20,업무시설,업무시설(오피스텔),126.874786,37.5487228,서울특별시 강서구 양천로 714-18,16800,6,16200,5,16300,6,18500,3,16500,유지,,
15225,동남빌리지,월세,27.55,"5,000",44,5,2019,양천로 714-18,서울특별시 강서구 양천로 714-18,서울특별시 강서구 염창동 263-20,업무시설,업무시설(오피스텔),126.874786,37.5487228,서울특별시 강서구 양천로 714-18,14800,7,16000,3,16300,6,17200,3,16500,유지,,
15226,동남빌리지,월세,28.4,"3,000",58,3,2019,양천로 714-18,서울특별시 강서구 양천로 714-18,서울특별시 강서구 염창동 263-20,업무시설,업무시설(오피스텔),126.874786,37.5487228,서울특별시 강서구 양천로 714-18,15900,3,16200,6,16800,4,16700,6,12900,유지,,
15295,맥시하우스,전세,15.6,"12,000",10,5,2018,양천로63길 8,서울특별시 강서구 양천로63길 8,서울특별시 강서구 염창동 241-11,업무시설,업무시설(오피스텔),126.8656694,37.5558799,서울특별시 강서구 양천로63길 8,12000,5,14000,2,15200,5,15600,7,15700,유지,,
15329,서경팰리스,전세,28.69,"24,000",0,8,2018,공항대로65가길 31,서울특별시 강서구 공항대로65가길 31,서울특별시 강서구 염창동 267-10,업무시설,업무시설(오피스텔),126.869676,37.5513771,서울특별시 강서구 공항대로65가길 31,24000,7,20600,7,21600,3,22900,9,23600,유지,,
15360,성강에코텔,전세,45.34,"22,000",0,3,2011,양천로 686-15,서울특별시 강서구 양천로 686-15,서울특별시 강서구 염창동 264-35,업무시설,업무시설,126.8715475,37.5503498,서울특별시 강서구 양천로 686-15,22000,3,21500,5,25000,2,21800,5,22700,유지,,
15373,시원트레벨,전세,85.83,"28,000",0,3,2002,공항대로65가길 11,서울특별시 강서구 공항대로65가길 11,서울특별시 강서구 염창동 266-4,업무시설," 업무시설,오피스텔 ",126.8707246,37.5508826,서울특별시 강서구 공항대로65가길 11,28000,6,26900,5,30400,6,26000,5,38500,유지,,
15483,염창투웨니퍼스트,월세,28.57,"2,000",88,6,2019,공항대로81길 35,서울특별시 강서구 공항대로81길 35,서울특별시 강서구 염창동 262,업무시설," 업무시설(오피스텔,사무소)/근린생활시설 ",126.8762897,37.5488183,서울특별시 강서구 공항대로81길 35,21600,9,24800,6,27100,6,26300,6,26600,유지,,
15524,원호엘리시온 오피스텔,전세,29.73,"15,383",0,5,2003,공항대로59다길 89,서울특별시 강서구 공항대로59다길 89,서울특별시 강서구 염창동 267-20,업무시설," 업무시설,오피스텔 ",126.868187,37.5518044,서울특별시 강서구 공항대로59다길 89,15383,4,14000,7,14100,5,15300,7,13900,유지,,
15535,팔레시움,월세,18.14,"3,000",38,7,2012,공항대로 653-9,서울특별시 강서구 공항대로 653-9,서울특별시 강서구 염창동 283-2,업무시설," 업무시설(오피스텔), 제1,2종근린생활시설 ",126.8774818,37.5478024,서울특별시 강서구 공항대로 653-9,11400,8,10700,8,11400,7,10900,6,11900,유지,,
15696,현진파크뷰,전세,28.41,"24,500",0,4,2019,양천로75길 8,서울특별시 강서구 양천로75길 8,서울특별시 강서구 염창동 252,업무시설,도시형생활주택(단지형다세대) 및 근린생활시설,126.8754458,37.5499996,서울특별시 강서구 양천로75길 8,24500,6,24800,6,29900,5,5200,2,27700,유지,,
15725,(1075-5),월세,26.6,"1,000",50,7,2011,강서로 161-10,서울특별시 강서구 강서로 161-10,서울특별시 강서구 화곡동 1075-5,업무시설,제1종근린생활시설 및 업무시설,126.8400934,37.5411338,서울특별시 강서구 강서로 161-10,12100,4,11800,6,11500,7,12700,5,12200,유지,,
15732,(24-137),전세,29.33,"12,000",0,4,1997,화곡로42가길 28,서울특별시 강서구 화곡로42가길 28,서울특별시 강서구 화곡동 24-137,업무시설,업무시설(오피스텔),126.8461461,37.5456082,서울특별시 강서구 화곡로42가길 28,12000,2,9000,1,7400,5,11100,2,12700,유지,,
15791,(918-25),월세,26.48,"12,500",7,4,2013,곰달래로 110-1,서울특별시 강서구 곰달래로 110-1,서울특별시 강서구 화곡동 918-25,공동주택," 아파트(도시형생활주택 원룸형), 오피스텔 ",126.845171,37.5303262,서울특별시 강서구 곰달래로 110-1,14100,4,13500,4,13000,4,13000,3,12800,유지,,
15794,(920-5),전세,29.71,"12,200",0,3,2014,곰달래로 86,서울특별시 강서구 곰달래로 86,서울특별시 강서구 화곡동 920-5,공동주택," 아파트(도시형생활주택-원룸형), 오피스텔, 근린생활시설 ",126.8424037,37.5300288,서울특별시 강서구 곰달래로 86,12200,3,13500,4,13600,3,13000,4,13300,유지,,
15801,(924-2),월세,36.12,500,55,1,1996,월정로20길 62-8,서울특별시 강서구 월정로20길 62-8,서울특별시 강서구 화곡동 924-2,업무시설,업무시설(오피스텔),126.8419713,37.5294569,서울특별시 강서구 월정로20길 62-8,12700,3,9200,6,11600,2,13800,1,12900,유지,,
15810,(925-3),월세,19.12,500,47,4,2013,곰달래로20길 14,서울특별시 강서구 곰달래로20길 14,서울특별시 강서구 화곡동 925-3,공동주택,공동주택,126.8427152,37.5296354,서울특별시 강서구 곰달래로20길 14,10900,2,10800,2,11900,2,12500,3,10000,유지,,
15939,강서 동도센트리움,전세,18.42,"10,200",10,19,2012,공항대로46길 28,서울특별시 강서구 공항대로46길 28,서울특별시 강서구 화곡동 1161,업무시설," 도시형생활주택(원룸형), 업무시설(오피스텔) ",126.8529317,37.5547387,서울특별시 강서구 공항대로46길 28,10200,12,11700,19,10900,19,10400,16,11900,유지,,
15942,강서 동도센트리움,월세,18.97,"11,000",15,13,2012,공항대로46길 28,서울특별시 강서구 공항대로46길 28,서울특별시 강서구 화곡동 1161,업무시설," 도시형생활주택(원룸형), 업무시설(오피스텔) ",126.8529317,37.5547387,서울특별시 강서구 공항대로46길 28,14300,19,10800,20,12300,18,11900,18,10600,유지,,
16020,강서 동도센트리움,월세,19.57,"2,000",40,10,2012,공항대로46길 28,서울특별시 강서구 공항대로46길 28,서울특별시 강서구 화곡동 1161,업무시설," 도시형생활주택(원룸형), 업무시설(오피스텔) ",126.8529317,37.5547387,서울특별시 강서구 공항대로46길 28,10900,14,10800,11,13000,18,12500,15,11900,유지,,
16118,강서크라운팰리스,전세,29.63,"19,050",0,6,2019,화곡로 305,서울특별시 강서구 화곡로 305,서울특별시 강서구 화곡동 998-5,업무시설," 근린생활시설,업무시설(오피스텔),공동주택(아파트) ",126.8492542,37.5517475,서울특별시 강서구 화곡로 305,19050,4,21500,7,22800,2,19000,11,21300,유지,,
16132,강서크라운팰리스,전세,29.98,"20,000",0,9,2019,화곡로 305,서울특별시 강서구 화곡로 305,서울특별시 강서구 화곡동 998-5,업무시설," 근린생활시설,업무시설(오피스텔),공동주택(아파트) ",126.8492542,37.5517475,서울특별시 강서구 화곡로 305,20000,8,19400,12,22800,4,22500,4,21300,유지,,
16148,강서크라운팰리스,전세,39.55,"23,950",0,2,2019,화곡로 305,서울특별시 강서구 화곡로 305,서울특별시 강서구 화곡동 998-5,업무시설," 근린생활시설,업무시설(오피스텔),공동주택(아파트) ",126.8492542,37.5517475,서울특별시 강서구 화곡로 305,23950,5,25900,6,27100,10,27300,4,26400,유지,,
16207,거영오피스텔,월세,23.71,"1,000",53,4,2007,화곡로 140,서울특별시 강서구 화곡로 140,서울특별시 강서구 화곡동 1073-9,업무시설," 업무시설,제1,2종근린생활시설 ",126.8372401,37.5405201,서울특별시 강서구 화곡로 140,12800,6,14800,4,13700,5,15100,5,15000,유지,,
16209,거영오피스텔,월세,49.66,"1,000",55,8,2007,화곡로 140,서울특별시 강서구 화곡로 140,서울특별시 강서구 화곡동 1073-9,업무시설," 업무시설,제1,2종근린생활시설 ",126.8372401,37.5405201,서울특별시 강서구 화곡로 140,13200,7,13200,8,13700,7,13200,8,13200,유지,,
16211,경동엠파이어스테이트,전세,16.63,"10,500",0,17,2012,화곡로 344,서울특별시 강서구 화곡로 344,서울특별시 강서구 화곡동 1111-3,업무시설," 오피스텔,공동주택(도시형생활주택) ",126.8518404,37.5543136,서울특별시 강서구 화곡로 344,10500,17,10800,18,9800,17,10900,11,8200,유지,,
16212,경동엠파이어스테이트,월세,18.61,"1,000",44,15,2012,화곡로 344,서울특별시 강서구 화곡로 344,서울특별시 강서구 화곡동 1111-3,업무시설," 오피스텔,공동주택(도시형생활주택) ",126.8518404,37.5543136,서울특별시 강서구 화곡로 344,10800,12,11000,15,12400,15,11600,12,11900,유지,,
